task,item_id,entity_type,entity,correct,intuitive,intuitive_2,question,prefix,population_correct,population_intuitive,population_ratio,condition,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_intuitive_first_token,logits_intuitive,logits_deltas_intuitive,mean_logprob_correct,mean_logprob_intuitive,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_intuitive,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_intuitive,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_intuitive_first_token,control_logits_intuitive,control_logits_deltas_intuitive,control_mean_logprob_correct,control_mean_logprob_intuitive,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_intuitive,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_intuitive,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",16,3.3236103,2631,"[2.423572063446045, 3.015289545059204, 6.216998100280762]","[0.2567198872566223, -1.600235104560852, 1.4172078371047974]",50,"[6.041954517364502, 4.124517917633057, 5.578874588012695]","[1.7988179922103882, -0.9412820935249329, 2.5986547470092773]",-8.774214,-7.098358,intuitive,False,-26.322641,-21.295074,intuitive,False,-11.126907,-7.5085244,intuitive,False,6.656251,10847,"[0.7910013198852539, 2.1466174125671387, 5.426360607147217]","[2.2111997604370117, 0.31019407510757446, 1.8178273439407349]",9347,"[0.9756077527999878, 1.7708555459976196, 6.208847522735596]","[-0.5246347188949585, 0.5116405487060547, 1.8172483444213867]",-9.954324,-9.1837845,intuitive,False,-29.862972,-27.551353,intuitive,False,-11.425588,-11.240981,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",17,6.8970795,2399,"[2.337829113006592, 2.182032823562622, 6.212638854980469]","[0.5598889589309692, -0.008497129194438457, 2.7909018993377686]",30,"[6.343966007232666, 3.4630725383758545, 6.053920745849609]","[1.4767930507659912, 0.9329447150230408, 3.7759552001953125]",-8.885516,-6.7647395,intuitive,False,-26.656548,-20.294218,intuitive,False,-10.051833,-6.0456963,intuitive,False,3.9292703,4248,"[1.657913327217102, 2.0607352256774902, 5.658151626586914]","[-2.881584644317627, -2.195671319961548, 2.830566883087158]",11823,"[0.5467748045921326, 1.765601396560669, 6.250499248504639]","[1.2193303108215332, 0.14431121945381165, 3.4165475368499756]",-10.06495,-9.504099,intuitive,False,-30.19485,-28.512297,intuitive,False,-11.327108,-12.438247,correct,True,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",18,5.299053,1729,"[2.415302038192749, 2.040933132171631, 6.7364277839660645]","[1.1589738130569458, 5.002820014953613, 3.1388132572174072]",30,"[6.538209438323975, 3.550807476043701, 6.807046890258789]","[4.481081008911133, 1.3315154314041138, 5.575820446014404]",-8.857128,-6.498777,intuitive,False,-26.571384,-19.49633,intuitive,False,-10.228062,-6.105155,intuitive,False,4.026946,8374,"[0.7886989712715149, 1.2136479616165161, 6.196545600891113]","[0.4299287796020508, 5.449678421020508, 2.499234199523926]",7944,"[0.8489564061164856, 1.736165165901184, 6.6778998374938965]","[1.0021929740905762, 2.1456263065338135, 5.204257965087891]",-10.390655,-9.133824,intuitive,False,-31.171963,-27.401472,intuitive,False,-12.027009,-11.966752,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",19,3.2311144,2301,"[2.5402989387512207, 3.847620725631714, 6.827564239501953]","[0.35777518153190613, 6.665087699890137, 5.455198764801025]",29,"[7.4131178855896, 3.5022170543670654, 7.7835893630981445]","[3.267834424972534, 7.161008834838867, 4.727438926696777]",-8.629864,-6.445879,intuitive,False,-25.889591,-19.337637,intuitive,False,-11.429584,-6.5567656,intuitive,False,3.340972,7777,"[0.834921658039093, 3.0420145988464355, 6.021048545837402]","[-1.593338131904602, 0.6642602682113647, 5.250565528869629]",6365,"[1.0530709028244019, 2.260019540786743, 7.316036701202393]","[2.5568559169769287, 2.12441349029541, 4.582281589508057]",-10.027033,-9.029311,intuitive,False,-30.081099,-27.087933,intuitive,False,-12.307878,-12.089728,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",20,1.5957086,2220,"[2.449786424636841, 5.766660213470459, 7.824851036071777]","[2.9819557666778564, 3.1253714561462402, -1.1114883422851562]",19,"[7.906063079833984, 5.455242156982422, 8.479920387268066]","[10.665152549743652, 2.2148866653442383, 6.109490871429443]",-8.016068,-5.7635045,intuitive,False,-24.048206,-17.290514,intuitive,False,-12.544654,-7.0883775,intuitive,False,2.3930984,12192,"[0.284192830324173, 3.0604360103607178, 7.017395496368408]","[1.6707874536514282, 3.366701364517212, -0.9457024335861206]",3401,"[1.664879560470581, 2.7182717323303223, 7.7198662757873535]","[-0.1733642816543579, 3.10980486869812, 6.260787010192871]",-10.165658,-8.930193,intuitive,False,-30.496975,-26.790579,intuitive,False,-13.756857,-12.37617,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",21,0.50272566,998,"[3.16825532913208, 5.946525573730469, 7.069252967834473]","[1.5894176959991455, 3.7884061336517334, 0.6898584961891174]",8,"[10.578466415405273, 5.488736629486084, 9.46821117401123]","[5.034834861755371, 0.6161173582077026, 8.041645050048828]",-8.573771,-4.9431863,intuitive,False,-25.721313,-14.829559,intuitive,False,-13.121512,-5.7113013,intuitive,False,2.342212,8797,"[0.7375708818435669, 3.785482406616211, 6.379295825958252]","[0.8546607494354248, 2.951828718185425, 1.4331508874893188]",4581,"[1.4185400009155273, 3.502918004989624, 8.610357284545898]","[3.5967345237731934, 0.46099087595939636, 7.194093704223633]",-10.243754,-8.4703665,intuitive,False,-30.731262,-25.411098,intuitive,False,-13.818789,-13.137819,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",22,1.729169,899,"[3.286456346511841, 6.378252983093262, 6.826335430145264]","[2.821930170059204, 3.554283618927002, 6.255098342895508]",4,"[10.88962173461914, 5.0681962966918945, 11.184815406799316]","[9.414382934570312, 2.6809616088867188, 5.832692623138428]",-8.0643,-4.0420976,intuitive,False,-24.192898,-12.126293,intuitive,False,-11.940992,-4.3378267,intuitive,False,1.7577032,5867,"[0.8953006267547607, 4.230618953704834, 6.341500282287598]","[-1.3644672632217407, 4.651751518249512, 5.8943867683410645]",1217,"[2.296887159347534, 3.298591375350952, 9.848505020141602]","[2.6878955364227295, 2.8370983600616455, 7.187324047088623]",-10.303506,-7.781322,intuitive,False,-30.910519,-23.343966,intuitive,False,-13.703615,-12.302029,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",23,3.1272583,577,"[3.7727208137512207, 6.729233264923096, 8.171646118164062]","[5.109713077545166, 0.8010728359222412, 1.0379154682159424]",3,"[12.51945972442627, 5.403151512145996, 11.863221168518066]","[8.37936782836914, 1.1363188028335571, 8.252809524536133]",-7.515072,-3.5987647,intuitive,False,-22.545216,-10.796294,intuitive,False,-10.890166,-2.143427,intuitive,False,1.6417124,9719,"[0.5040972828865051, 5.206150054931641, 7.552097797393799]","[-0.10863538086414337, 1.0424212217330933, 1.344696283340454]",896,"[2.7224488258361816, 3.779010057449341, 10.927242279052734]","[0.10595528036355972, 2.0742061138153076, 8.482597351074219]",-9.951423,-7.3682404,intuitive,False,-29.854267,-22.104721,intuitive,False,-14.269853,-12.051501,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",24,2.6665852,273,"[4.932055950164795, 6.368426322937012, 7.602311134338379]","[3.646979331970215, 3.571784496307373, 4.814664840698242]",1,"[13.694153785705566, 5.26092529296875, 13.540441513061523]","[8.7783203125, 2.3151133060455322, 8.407120704650879]",-7.9336762,-3.8364525,intuitive,False,-23.80103,-11.509357,intuitive,False,-9.986993,-1.2248946,intuitive,False,1.5138847,9431,"[0.43733716011047363, 4.970849990844727, 7.161866664886475]","[-1.102400779724121, 5.228498935699463, 4.618008613586426]",1029,"[2.5217034816741943, 4.04794979095459, 12.440888404846191]","[-0.21246813237667084, 0.5950419902801514, 9.299248695373535]",-10.371604,-7.4977193,intuitive,False,-31.11481,-22.493158,intuitive,False,-14.663178,-12.578812,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",25,1.9967676,184,"[5.432024002075195, 6.831920146942139, 8.3726167678833]","[4.21516752243042, 2.494710683822632, 4.9519453048706055]",1,"[14.793900489807129, 5.4825439453125, 14.73989486694336]","[15.612530708312988, 1.1201773881912231, 6.564457893371582]",-7.666947,-3.6824284,intuitive,False,-23.000841,-11.047285,intuitive,False,-10.259087,-0.8972106,intuitive,False,1.1159842,11045,"[0.18958185613155365, 5.886597633361816, 7.881406784057617]","[0.33448752760887146, 0.5124708414077759, 5.266221046447754]",1238,"[2.3302173614501953, 3.937499761581421, 13.837373733520508]","[0.199579656124115, 2.4316067695617676, 7.544377326965332]",-10.011041,-7.577295,intuitive,False,-30.033123,-22.731884,intuitive,False,-15.473229,-13.332594,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",26,0.94763404,127,"[6.015730381011963, 7.005224704742432, 9.203598022460938]","[1.2559067010879517, 9.202255249023438, 6.248208999633789]",1,"[17.320148468017578, 5.49222469329834, 15.783348083496094]","[3.5986831188201904, 5.064176559448242, 5.248601913452148]",-8.007695,-3.5584743,intuitive,False,-24.023087,-10.675423,intuitive,False,-11.580117,-0.2756988,intuitive,False,0.31640756,9996,"[0.2495320737361908, 5.597376823425293, 8.74891471862793]","[-0.23024283349514008, 5.675439357757568, 4.604462623596191]",1334,"[2.192246198654175, 4.242784023284912, 14.976408004760742]","[1.5607622861862183, 3.6879794597625732, 4.565736770629883]",-9.896436,-7.697151,intuitive,False,-29.689306,-23.091454,intuitive,False,-16.153877,-14.2111635,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",27,0.9010119,124,"[6.000782012939453, 8.644330024719238, 10.345508575439453]","[6.5532636642456055, 0.8251384496688843, 3.412010669708252]",1,"[17.27364158630371, 6.35276985168457, 16.46316909790039]","[1.5723328590393066, 4.278611660003662, 2.257347345352173]",-6.9326816,-3.15407,intuitive,False,-20.798044,-9.46221,intuitive,False,-11.528941,-0.2560819,intuitive,False,0.3162811,10318,"[0.2021266669034958, 6.4899582862854, 9.462625503540039]","[-0.2674165368080139, 0.04679842293262482, 3.8769214153289795]",1106,"[2.3491737842559814, 4.838574409484863, 15.542060852050781]","[-0.8511180281639099, 2.5751285552978516, 2.563328742980957]",-9.2781,-7.5777836,intuitive,False,-27.834301,-22.73335,intuitive,False,-16.535212,-14.388165,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",28,0.95394444,69,"[7.141937255859375, 8.334830284118652, 10.870256423950195]","[3.0803496837615967, 7.59552001953125, 5.590920448303223]",1,"[16.543224334716797, 6.9415507316589355, 16.414918899536133]","[0.0966106429696083, 3.470921039581299, 3.2061829566955566]",-6.2204337,-2.668114,intuitive,False,-18.6613,-8.004342,intuitive,False,-9.627701,-0.22641388,intuitive,False,0.33577493,10013,"[0.1458830088376999, 6.158483028411865, 9.894296646118164]","[1.454149842262268, 6.59158182144165, 4.807439804077148]",1321,"[2.0788116455078125, 5.115219593048096, 15.300849914550781]","[-0.8595753312110901, 4.877987384796143, 3.963945150375366]",-9.145599,-7.454865,intuitive,False,-27.436798,-22.364595,intuitive,False,-16.3488,-14.415874,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",29,1.1521403,46,"[7.48245096206665, 9.556502342224121, 11.851332664489746]","[2.9882049560546875, 5.166434288024902, 5.156574726104736]",1,"[15.856837272644043, 7.370866298675537, 16.6136417388916]","[-0.6549092531204224, 4.560970783233643, 4.79349946975708]",-5.1264057,-2.5385005,intuitive,False,-15.379217,-7.6155014,intuitive,False,-8.629803,-0.25541702,intuitive,False,0.3315928,8513,"[0.3644876480102539, 7.288386344909668, 10.683682441711426]","[0.808784008026123, 1.9871760606765747, 3.74538254737854]",1774,"[1.8622831106185913, 5.864010810852051, 15.68945598602295]","[-1.2319856882095337, 8.55488109588623, 3.4688446521759033]",-8.334392,-7.207484,intuitive,False,-25.003174,-21.622452,intuitive,False,-16.02791,-14.530115,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",30,1.5293424,35,"[7.737003326416016, 10.243059158325195, 12.588020324707031]","[2.751141309738159, 9.140236854553223, 6.4706244468688965]",1,"[15.002009391784668, 7.93794059753418, 17.03422737121582]","[-0.7272818684577942, 4.504027843475342, 7.432426929473877]",-4.2014446,-2.4186351,intuitive,False,-12.604334,-7.255905,intuitive,False,-7.616806,-0.35179985,intuitive,False,0.51672274,6814,"[0.46567395329475403, 7.424335479736328, 11.112150192260742]","[-0.4850582182407379, 2.8436923027038574, 5.793367862701416]",2072,"[1.6182193756103516, 7.1617655754089355, 15.803508758544922]","[-0.7767238616943359, 3.5211734771728516, 5.719871997833252]",-7.780109,-6.672308,intuitive,False,-23.340326,-20.016924,intuitive,False,-15.2282295,-14.075685,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",31,1.8776245,25,"[8.034132957458496, 11.692543029785156, 13.785507202148438]","[5.231528282165527, 1.684449553489685, 3.616351842880249]",1,"[14.414926528930664, 8.494598388671875, 18.196992874145508]","[4.813197135925293, 5.054912090301514, 5.275343418121338]",-3.1731021,-2.2873776,intuitive,False,-9.519306,-6.862133,intuitive,False,-6.912861,-0.5320672,intuitive,False,0.53271955,6980,"[0.38337254524230957, 7.740203857421875, 12.02221965789795]","[-1.0012058019638062, 2.142028570175171, 1.9548523426055908]",2294,"[1.4637616872787476, 7.561660289764404, 16.477014541625977]","[0.639112114906311, 6.575929641723633, 3.9985809326171875]",-7.362339,-6.4939327,intuitive,False,-22.087017,-19.481798,intuitive,False,-15.200784,-14.120395,intuitive,False,The capital
