rt,response,task,item_id,entity_type,entity,correct,intuitive,question,prefix,population_correct,population_intuitive,population_ratio,display_correct_first,task_type,trial_type,trial_index,time_elapsed,subject_id,study_id,session_id,rng_seed,response_correct,response_position,rt_zscore
2252,j,capitals,37,state,South Dakota,Pierre,Sioux Falls,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,True,critical,html-keyboard-response,63,478695,subject_24,67d993866d1d7516d87e97de,67dafc88e5fd277b68528422,0.4115900751875853,0,right,-0.3371524354418486
3948,f,capitals,42,state,Wisconsin,Madison,Milwaukee,What is the capital of Wisconsin?,The capital of Wisconsin is,0.284,0.551,1.940140845,False,critical,html-keyboard-response,65,483646,subject_24,67d993866d1d7516d87e97de,67dafc88e5fd277b68528422,0.4115900751875853,0,left,1.1333375401516959
1710,j,capitals,21,state,Louisiana,Baton Rouge,New Orleans,What is the capital of Louisiana?,The capital of Louisiana is,0.215,0.351,1.63255814,True,critical,html-keyboard-response,67,486359,subject_24,67d993866d1d7516d87e97de,67dafc88e5fd277b68528422,0.4115900751875853,0,right,-0.8070849630195025
1469,f,capitals,3,country,Canada,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,False,critical,html-keyboard-response,69,488830,subject_24,67d993866d1d7516d87e97de,67dafc88e5fd277b68528422,0.4115900751875853,0,left,-1.0160402012966512
1731,f,capitals,2,country,Brazil,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,critical,html-keyboard-response,71,491564,subject_24,67d993866d1d7516d87e97de,67dafc88e5fd277b68528422,0.4115900751875853,0,left,-0.7888772451613277
2907,j,capitals,5,country,Morrocco,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,False,critical,html-keyboard-response,73,495472,subject_24,67d993866d1d7516d87e97de,67dafc88e5fd277b68528422,0.4115900751875853,1,right,0.2307549548964602
6449,f,capitals,11,country,United Arab Emirates,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,False,critical,html-keyboard-response,75,502924,subject_24,67d993866d1d7516d87e97de,67dafc88e5fd277b68528422,0.4115900751875853,0,left,3.3017900336419403
2916,f,capitals,23,state,Maryland,Annapolis,Baltimore,What is the capital of Maryland?,The capital of Maryland is,0.0403,0.553,13.72208437,True,critical,html-keyboard-response,77,506841,subject_24,67d993866d1d7516d87e97de,67dafc88e5fd277b68528422,0.4115900751875853,1,left,0.23855826254996368
1470,f,capitals,38,state,Texas,Austin,Houston,What is the capital of Texas?,The capital of Texas is,0.989,2.324,2.349848332,True,critical,html-keyboard-response,79,509393,subject_24,67d993866d1d7516d87e97de,67dafc88e5fd277b68528422,0.4115900751875853,1,left,-1.0151731671129287
3132,j,capitals,25,state,Minnesota,St. Paul,Minneapolis,What is the capital of Minnesota?,The capital of Minnesota is,0.299,0.421,1.408026756,True,critical,html-keyboard-response,81,513528,subject_24,67d993866d1d7516d87e97de,67dafc88e5fd277b68528422,0.4115900751875853,0,right,0.4258376462340472
1900,j,capitals,40,state,Virginia,Richmond,Virginia Beach,What is the capital of Virginia?,The capital of Virginia is,0.231,0.45,1.948051948,True,critical,html-keyboard-response,83,516430,subject_24,67d993866d1d7516d87e97de,67dafc88e5fd277b68528422,0.4115900751875853,0,right,-0.6423484681122069
1394,f,capitals,34,state,North Dakota,Bismarck,Fargo,What is the capital of North Dakota?,The capital of North Dakota is,0.076,0.138,1.815789474,False,critical,html-keyboard-response,85,518826,subject_24,67d993866d1d7516d87e97de,67dafc88e5fd277b68528422,0.4115900751875853,0,left,-1.081067765075847
1505,j,capitals,41,state,Washington,Olympia,Seattle,What is the capital of Washington?,The capital of Washington is,0.0558,0.765,13.70967742,True,critical,html-keyboard-response,87,521332,subject_24,67d993866d1d7516d87e97de,67dafc88e5fd277b68528422,0.4115900751875853,0,right,-0.9848269706826374
3249,j,capitals,12,state,Alabama,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,True,critical,html-keyboard-response,89,525584,subject_24,67d993866d1d7516d87e97de,67dafc88e5fd277b68528422,0.4115900751875853,0,right,0.5272806457295924
2133,f,capitals,40,state,Virginia,Richmond,Virginia Beach,What is the capital of Virginia?,The capital of Virginia is,0.231,0.45,1.948051948,True,critical,html-keyboard-response,11,183349,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,-1.3202056006589953
1765,j,capitals,15,state,Connecticut,Hartford,Bridgeport,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,False,critical,html-keyboard-response,13,186133,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,-1.4553369086137602
2735,f,capitals,1,country,Australia,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,critical,html-keyboard-response,15,189877,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,0,left,-1.0991484066677764
2603,j,capitals,19,state,Kansas,Topeka,Wichita,What is the capital of Kansas?,The capital of Kansas is,0.125,0.395,3.16,True,critical,html-keyboard-response,17,193494,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,0,right,-1.1476194193037246
3117,f,capitals,6,country,New Zealand,Wellington,Auckland,What is the capital of New Zealand?,The capital of New Zealand is,0.428,1.711,3.997663551,True,critical,html-keyboard-response,19,197613,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,-0.9588762337364714
1689,j,capitals,10,country,Turkey,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,True,critical,html-keyboard-response,21,200317,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,0,right,-1.4832444613435487
2778,f,capitals,36,state,Pennsylvania,Harrisburg,Philadelphia,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,True,critical,html-keyboard-response,23,204102,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,-1.083358607096975
8411,j,capitals,20,state,Kentucky,Frankfort,Louisville,What is the capital of Kentucky?,The capital of Kentucky is,0.0281,0.617,21.95729537,False,critical,html-keyboard-response,25,213517,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,0.9851051366780015
7586,j,capitals,35,state,Oregon,Salem,Portland,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,False,critical,html-keyboard-response,27,222109,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,0.6821613077033245
1856,j,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,False,critical,html-keyboard-response,29,224973,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,-1.4219212862662505
8739,j,capitals,38,state,Texas,Austin,Houston,What is the capital of Texas?,The capital of Texas is,0.989,2.324,2.349848332,False,critical,html-keyboard-response,31,234725,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,1.1055482589855095
7040,j,capitals,28,state,Nevada,Carson City,Las Vegas,What is the capital of Nevada?,The capital of Nevada is,0.0576,0.67,11.63194444,False,critical,html-keyboard-response,33,242781,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,0.48166757361826557
5771,j,capitals,21,state,Louisiana,Baton Rouge,New Orleans,What is the capital of Louisiana?,The capital of Louisiana is,0.215,0.351,1.63255814,False,critical,html-keyboard-response,35,249566,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,0.01568488395903508
6098,j,capitals,12,state,Alabama,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,False,critical,html-keyboard-response,37,256677,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,0.1357608016253616
5610,j,capitals,23,state,Maryland,Annapolis,Baltimore,What is the capital of Maryland?,The capital of Maryland is,0.0403,0.553,13.72208437,False,critical,html-keyboard-response,39,263294,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,-0.04343506327117461
6601,f,capitals,39,state,Vermont,Montpelier,Burlington,What is the capital of Vermont?,The capital of Vermont is,0.0079,0.0444,5.620253165,True,critical,html-keyboard-response,41,270910,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,0.32046473613961923
5892,f,capitals,18,state,Illinois,Springfield,Chicago,What is the capital of Illinois?,The capital of Illinois is,0.111,2.612,23.53153153,True,critical,html-keyboard-response,43,277806,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,0.06011664554198771
14459,f,capitals,8,country,South Africa,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,True,critical,html-keyboard-response,45,293270,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,3.2059588065432703
6896,j,capitals,2,country,Brazil,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,critical,html-keyboard-response,47,301173,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,0.4287901052881401
5605,f,capitals,9,country,Switzerland,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,True,critical,html-keyboard-response,49,307790,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,-0.045271086477081744
6440,f,capitals,25,state,Minnesota,St. Paul,Minneapolis,What is the capital of Minnesota?,The capital of Minnesota is,0.299,0.421,1.408026756,True,critical,html-keyboard-response,51,315245,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,0.26134478890940954
5315,j,capitals,33,state,North Carolina,Raleigh,Charlotte,What is the capital of North Carolina?,The capital of North Carolina is,0.494,0.935,1.892712551,False,critical,html-keyboard-response,53,321566,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,-0.15176043241969547
5884,j,capitals,7,country,Pakistan,Islamabad,Karachi,What is the capital of Pakistan?,The capital of Pakistan is,1.3,18.1,13.92307692,False,critical,html-keyboard-response,55,328462,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,0.0571790084125363
5262,j,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,False,critical,html-keyboard-response,57,334742,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,-0.1712222784023111
4297,j,capitals,17,state,Florida,Tallahassee,Jacksonville,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,False,critical,html-keyboard-response,59,340046,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,-0.5255747571423879
8304,f,capitals,5,country,Morrocco,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,True,critical,html-keyboard-response,61,349366,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,0.9458142400715889
5042,f,capitals,16,state,Delaware,Dover,Wilmington,What is the capital of Delaware?,The capital of Delaware is,0.0403,0.0722,1.791563275,True,critical,html-keyboard-response,63,355414,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,-0.25200729946222494
5545,j,capitals,14,state,California,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,False,critical,html-keyboard-response,65,361966,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,-0.06730336494796735
4882,f,capitals,26,state,Montana,Helena,Billings,What is the capital of Montana?,The capital of Montana is,0.0359,0.123,3.426183844,True,critical,html-keyboard-response,67,367854,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,-0.31076004205125324
4958,f,capitals,41,state,Washington,Olympia,Seattle,What is the capital of Washington?,The capital of Washington is,0.0558,0.765,13.70967742,True,critical,html-keyboard-response,69,373822,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,-0.2828524893214648
5744,j,capitals,29,state,New Hampshire,Concord,Manchester,What is the capital of New Hampshire?,The capital of New Hampshire is,0.0449,0.115,2.561247216,False,critical,html-keyboard-response,71,380582,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,0.005770358647136562
5117,j,capitals,42,state,Wisconsin,Madison,Milwaukee,What is the capital of Wisconsin?,The capital of Wisconsin is,0.284,0.551,1.940140845,False,critical,html-keyboard-response,73,386710,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,-0.22446695137361797
4991,j,capitals,27,state,Nebraska,Lincoln,Omaha,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,False,critical,html-keyboard-response,75,392710,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,-0.27073473616247773
15193,f,capitals,3,country,Canada,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,True,critical,html-keyboard-response,77,408910,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,3.4754870131704374
5876,f,capitals,37,state,South Dakota,Pierre,Sioux Falls,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,True,critical,html-keyboard-response,79,415790,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,0.054241371283084885
5577,f,capitals,31,state,New Mexico,Santa Fe,Albuquerque,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,True,critical,html-keyboard-response,81,422374,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,-0.055552816430161696
5112,f,capitals,32,state,New York,Albany,New York,What is the capital of New York?,The capital of New York is,0.103,7.937,77.05825243,True,critical,html-keyboard-response,83,428492,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,-0.2263029745795251
5233,j,capitals,4,country,India,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,False,critical,html-keyboard-response,85,434734,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,-0.18187121299657247
5877,f,capitals,34,state,North Dakota,Bismarck,Fargo,What is the capital of North Dakota?,The capital of North Dakota is,0.076,0.138,1.815789474,True,critical,html-keyboard-response,87,441621,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,0.05460857592426631
8239,f,capitals,11,country,United Arab Emirates,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,True,critical,html-keyboard-response,89,450869,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,0.9219459383947961
5566,f,capitals,22,state,Maine,Augusta,Portland,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,True,critical,html-keyboard-response,91,457445,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,left,-0.05959206748315739
4750,j,capitals,30,state,New Jersey,Trenton,Newark,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,False,critical,html-keyboard-response,93,463197,subject_7,67d993866d1d7516d87e97de,67db016e566ddc888e6ce5d4,0.7259458047283218,1,right,-0.35923105468720157
4692,f,capitals,5,country,Morrocco,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,True,critical,html-keyboard-response,7,47508,subject_31,67d993866d1d7516d87e97de,67daff042e85e568ce9b462c,0.13098223144543097,1,left,-1.0347425661349694
3481,f,capitals,36,state,Pennsylvania,Harrisburg,Philadelphia,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,True,critical,html-keyboard-response,9,51998,subject_31,67d993866d1d7516d87e97de,67daff042e85e568ce9b462c,0.13098223144543097,1,left,-1.291517365359981
